image_id,label
1193,1
427,0
1474,0
766,0
486,0
480,1
110,0
775,0
1388,1
1189,0
1721,1
531,1
985,1
539,1
1058,0
678,0
1102,1
317,0
1150,1
931,0
345,1
591,0
949,0
786,0
882,0
562,0
1141,0
304,0
221,0
1272,1
1081,1
742,0
1269,1
600,0
325,0
1711,0
943,0
549,0
830,0
1366,1
382,0
1450,0
30,0
866,0
1703,0
1044,1
1492,1
1709,0
1638,0
1716,0
1254,0
116,0
680,0
1423,0
1245,0
1091,0
66,0
213,0
558,0
1111,1
1616,1
1253,0
71,0
340,0
367,0
1664,1
484,0
577,0
136,0
24,0
629,0
887,0
1238,1
355,0
1034,0
1344,1
1512,1
353,0
632,0
1636,0
479,0
384,0
1031,0
238,0
1358,1
332,0
1455,0
112,0
1720,0
1092,0
189,0
652,0
937,0
414,0
465,0
599,0
940,1
368,0
163,1
333,0
1641,0
1755,0
1679,0
1069,0
174,0
1152,0
454,0
755,0
1698,0
1027,1
1206,1
204,0
863,0
375,0
1533,1
472,0
1336,0
487,1
1270,1
586,0
583,0
426,0
1277,0
1393,0
1712,0
1696,0
1441,0
1396,0
1278,0
1024,0
1658,1
50,0
995,0
1442,1
1381,1
619,0
535,0
711,1
1461,1
1744,1
868,0
79,0
211,0
1209,0
74,0
70,0
820,0
1183,0
1115,0
731,0
527,0
434,0
451,0
608,0
1384,1
1753,0
77,0
1625,0
1730,0
1316,0
483,1
1768,1
299,0
611,0
255,0
1001,0
979,0
31,0
1129,0
670,0
1472,1
352,0
1306,0
1376,1
100,0
915,0
248,0
1380,1
835,0
252,0
169,0
924,1
240,1
1112,0
695,1
1736,0
463,0
1453,1
533,0
1125,0
33,0
1345,1
234,0
498,0
1122,0
910,0
933,0
186,0
1701,0
1377,1
343,1
45,0
901,1
571,0
974,1
890,0
197,1
880,0
988,0
1342,0
60,0
1210,1
290,1
298,1
1114,0
1074,1
1565,0
1320,1
1433,1
1561,1
124,0
1353,1
556,0
1770,0
271,1
1777,0
1134,0
1615,1
1610,1
814,0
1558,1
276,0
1454,0
964,0
351,0
773,0
1541,1
1527,0
965,1
1000,1
1282,0
1279,0
1579,0
1614,0
1337,1
68,1
1524,1
1108,0
1548,1
125,1
544,0
1042,0
1432,0
1343,1
1462,1
1224,1
874,0
1653,0
1741,1
592,0
1182,1
1714,1
1360,1
1405,1
847,0
421,1
638,0
1488,0
708,0
528,0
1289,1
262,0
778,1
241,0
1170,1
953,0
926,0
821,0
594,0
416,0
72,0
366,0
260,0
52,0
1226,1
911,0
1659,1
1205,0
917,0
372,0
1704,1
433,0
1256,1
409,0
1584,1
615,0
756,0
1051,0
515,0
142,0
1139,0
1233,0
1660,0
1349,0
417,0
1469,0
272,0
185,0
757,0
245,0
440,0
661,0
1766,1
323,0
817,0
889,0
590,0
1318,1
1290,1
251,0
701,0
1162,1
415,0
383,0
839,1
1651,0
980,0
1145,1
495,0
951,1
399,0
1346,1
171,0
1050,0
1202,1
428,1
301,0
1666,1
395,0
1236,0
1054,0
507,0
1738,0
1028,1
1418,0
530,1
1109,0
1719,0
555,0
176,0
1627,0
620,1
1237,1
1010,0
744,0
1262,0
