image_id,label
1193,1
427,1
1474,1
766,0
486,1
480,0
110,0
775,0
1388,1
1189,1
1721,1
531,0
985,0
539,0
1058,0
678,0
1102,0
317,0
1150,0
931,1
345,0
591,1
949,0
786,0
882,1
562,0
1141,1
304,0
221,0
1272,0
1081,0
742,0
1269,0
600,1
325,0
1711,1
943,1
549,1
830,0
1366,0
382,0
1450,1
30,0
866,1
1703,0
1044,0
1492,0
1709,0
1638,0
1716,1
1254,0
116,0
680,0
1423,1
1245,1
1091,0
66,0
213,0
558,0
1111,1
1616,1
1253,1
71,0
340,1
367,1
1664,0
484,0
577,0
136,0
24,0
629,0
887,1
1238,1
355,0
1034,0
1344,0
1512,0
353,0
632,0
1636,0
479,0
384,0
1031,0
238,1
1358,0
332,0
1455,1
112,0
1720,0
1092,0
189,0
652,1
937,0
414,0
465,0
599,0
940,0
368,0
163,1
333,0
1641,0
1755,0
1679,0
1069,0
174,0
1152,0
454,0
755,0
1698,0
1027,0
1206,0
204,0
863,1
375,0
1533,1
472,1
1336,1
487,1
1270,1
586,1
583,0
426,0
1277,1
1393,1
1712,0
1696,0
1441,0
1396,0
1278,0
1024,0
1658,1
50,0
995,0
1442,0
1381,0
619,0
535,0
711,0
1461,1
1744,0
868,1
79,0
211,0
1209,1
74,1
70,0
820,1
1183,0
1115,0
731,0
527,0
434,0
451,0
608,0
1384,0
1753,1
77,1
1625,1
1730,0
1316,0
483,0
1768,1
299,1
611,1
255,0
1001,0
979,1
31,0
1129,0
670,0
1472,0
352,1
1306,0
1376,1
100,0
915,0
248,0
1380,1
835,0
252,0
169,1
924,1
240,0
1112,1
695,0
1736,0
463,1
1453,1
533,1
1125,1
33,1
1345,0
234,1
498,0
1122,0
910,0
933,0
186,0
1701,1
1377,0
343,1
45,0
901,0
571,0
974,1
890,0
197,0
880,1
988,0
1342,1
60,0
1210,1
290,1
298,0
1114,1
1074,1
1565,0
1320,1
1433,1
1561,1
124,0
1353,0
556,0
1770,1
271,0
1777,1
1134,0
1615,0
1610,0
814,0
1558,0
276,0
1454,0
964,1
351,0
773,1
1541,0
1527,0
965,1
1000,0
1282,1
1279,0
1579,0
1614,0
1337,0
68,1
1524,0
1108,0
1548,1
125,1
544,0
1042,1
1432,0
1343,1
1462,1
1224,0
874,0
1653,1
1741,0
592,1
1182,0
1714,0
1360,0
1405,0
847,0
421,0
638,1
1488,0
708,0
528,0
1289,0
262,0
778,1
241,1
1170,1
953,0
926,0
821,0
594,0
416,0
72,0
366,1
260,0
52,0
1226,0
911,0
1659,0
1205,0
917,0
372,0
1704,0
433,0
1256,1
409,0
1584,0
615,0
756,0
1051,0
515,0
142,0
1139,0
1233,0
1660,1
1349,0
417,0
1469,0
272,1
185,1
757,1
245,0
440,0
661,0
1766,0
323,0
817,0
889,0
590,0
1318,0
1290,0
251,0
701,0
1162,1
415,0
383,0
839,1
1651,1
980,0
1145,0
495,1
951,0
399,0
1346,0
171,0
1050,0
1202,1
428,0
301,0
1666,1
395,0
1236,1
1054,1
507,0
1738,0
1028,0
1418,0
530,0
1109,0
1719,0
555,0
176,0
1627,1
620,0
1237,0
1010,0
744,0
1262,0
